Artist,Title,Estimate,Price,Date,URL
Flaminio Torre* (1621-1661),The Holy Family with the Infant Baptist,"USD 3,000 - 5,000","USD 3,450",,https://www.christies.com/en/lot/lot-472869?ldp_breadcrumb=back
Daniele Crespi* (1590-1630),"The Temptation of Adam and Eve ( recto ); The Same, and a sketch of the Assumption of Christ ( verso )","USD 3,000 - 5,000","USD 3,220",,https://www.christies.com/en/lot/lot-472872?ldp_breadcrumb=back
"Attributed to Pietro Novelli, il Monrealese (1603-1647)",The Holy Family with the Infant Baptist,"USD 4,000 - 6,000","USD 4,025",,https://www.christies.com/en/lot/lot-472874?ldp_breadcrumb=back
Luca Giordano* (1632-1705),Rinaldo and Armida ( recto and verso ),"USD 3,000 - 5,000","USD 7,475",,https://www.christies.com/en/lot/lot-472875?ldp_breadcrumb=back
Antonio Nasini* (1657-1736),Rinaldo chasing the Phantom of Armida,"USD 3,000 - 5,000","USD 5,175",,https://www.christies.com/en/lot/lot-472876?ldp_breadcrumb=back
Giovanni Paolo Schor* (1615-1674),"Design for the Chariot for the Entry of Don Gaspar Mndez de Haro, Marqus del Carpio and de Helliche as Spanish Ambassador to Rome in 1673: An allegorical female Figure seated on a Chariot holding the Arms of Castille and flanked with the Habsburg Arms and","USD 15,000 - 20,000","USD 32,200",,https://www.christies.com/en/lot/lot-472877?ldp_breadcrumb=back
Francesco Borromini* (1599-1667),"A Design for the Faade of Sant'Agnese in Agone, Piazza Navona, Rome","USD 40,000 - 60,000","USD 46,000",,https://www.christies.com/en/lot/lot-472878?ldp_breadcrumb=back
"Florentine School, early 17th Century",A young Shepherd playing a Flute,"USD 3,000 - 5,000","USD 2,760",,https://www.christies.com/en/lot/lot-472880?ldp_breadcrumb=back
Francesco Allegrini* (active 1624-after 1679),A Queen on Horseback interceding between two Warriors,"USD 2,000 - 3,000","USD 3,220",,https://www.christies.com/en/lot/lot-472881?ldp_breadcrumb=back
Ciro Ferri* (1628/34-1689),The Madonna and Child with Saint Martina,"USD 2,000 - 3,000","USD 6,325",,https://www.christies.com/en/lot/lot-472883?ldp_breadcrumb=back
Circle of Carlo Maratta (1625-1713),A draped Angel seen di sotto in su,"USD 2,000 - 3,000","USD 3,680",,https://www.christies.com/en/lot/lot-472884?ldp_breadcrumb=back
Giuseppe Passeri* (1654-1711),Moses and the Daughters of Jethro (?),"USD 4,000 - 6,000","USD 3,680",,https://www.christies.com/en/lot/lot-472887?ldp_breadcrumb=back
Bartolommeo Biscaino* (1632-1657),The Madonna and Child appearing to female Saints seated on Clouds with Putti,"USD 4,000 - 6,000","USD 13,800",,https://www.christies.com/en/lot/lot-472888?ldp_breadcrumb=back
"Giovanni Battista Gaulli, il Baciccio* (1639-1709)","A Scene of Martyrdom with a Saint seated on a Pyre, and monks being decapitated in the background ( recto ); A kneeling Cleric looking to the right ( verso )","USD 20,000 - 30,000","USD 77,300",,https://www.christies.com/en/lot/lot-472889?ldp_breadcrumb=back
"Giovanni Battista Gaulli, il Baciccio* (1639-1709)",A Nude seated on a Rock,"USD 3,000 - 5,000","USD 5,175",,https://www.christies.com/en/lot/lot-472891?ldp_breadcrumb=back
Orazio de Ferrari* (1605-1657),Judith with the Head of Holofernes,"USD 2,000 - 3,000","USD 2,760",,https://www.christies.com/en/lot/lot-472892?ldp_breadcrumb=back
Giovanni Andrea de Ferrari* (1598-1669),The Finding of Moses,"USD 1,500 - 2,000","USD 2,530",,https://www.christies.com/en/lot/lot-472893?ldp_breadcrumb=back
Giovanni Battista Foggini* (1652-1725),"Twenty-seven Designs for a Crown, a Fireplace, Altars, Frames, Chalices, Monstrances, Candelabra, Vases, Stucco Decorations, one with the Medici arms","USD 5,000 - 7,000","USD 5,750",,https://www.christies.com/en/lot/lot-472896?ldp_breadcrumb=back
Giovanni Battista Foggini* (1652-1725),"Diana and her Nymphs in a Grotto, Elevation and Plan: Design for a Fountain","USD 3,000 - 5,000","USD 2,760",,https://www.christies.com/en/lot/lot-472897?ldp_breadcrumb=back
Pier Francesco Mola* (1612-1666),The Vision of Saint Jerome,"USD 6,000 - 8,000","USD 6,325",,https://www.christies.com/en/lot/lot-472900?ldp_breadcrumb=back
"Venetian School, 18th Century",The Head of a Woman in profile to the right,"USD 4,000 - 6,000","USD 4,140",,https://www.christies.com/en/lot/lot-472904?ldp_breadcrumb=back
Angelo Trevisani* (1669-1753),"A Man lifting a Barrel ( recto ); A draped Nude sitting on a Barrel, holding a rope ( verso )","USD 2,500 - 3,500","USD 6,900",,https://www.christies.com/en/lot/lot-472905?ldp_breadcrumb=back
